ID,AMNH160033,AMNH154523,AMNH154517,AMNH154518,AMNH194008,AMNH194013,AMNH155116,AMNH155118,AMNH155119,AMNH157087,AMNH155120,AMNH154515,AMNH108877,AMNH154531,AMNH108871,M60755,M09349,M09309,M07161,M06966,JM20259,JM20237,JM20236,JM18941,JM15131,JM15024,JM07188,U05775,DCM10005,CM15496,CM15495,CM15494,CM07886,CM07288,CM07028,CM07009,CM07001,CM06317,M15158,CM01223,CM01210,CM01035,CM01033,CM01023,CM01022,M22902,M09097,M08615,AMNH183379,AMNH109407,AMNH194015,AMNH65690,AMNH35688,AMNH154521,AMNH196840,AMNH196848,M12410,M08096,M03789,NQG0006,M07943,CM07924,CM07007,CM06316,CM01219,M05044,M09081,M08673,U02261,U00489,U00458,U00306,U00457,M03571,M03502,M03462,M03354,M03291,M03023,J09486,J07038,J06411,J04820,J04578,J04577,J03853,J03611,M06371,M07863,J03544,NQG0004,NQG0003,NQG0002,NQG0001,M63488,M63485,M63372,M63361,M62857,M62855,M49643,M16042,M16041,M15817,M13970,M11214,M10934
Z SUR posterior suparoccipital-exoccipital-petrosal edge 27,-14.05682526,-14.22697144,-14.46576691,-0.406905031,-1.279874706,-13.5402359,-13.13460236,-7.600196075,2.160069275,10.90938721,2.66258316,-3.341202927,-2.472432518,0.155482936,-19.35497131,-7.609542084,14.94810333,19.14913025,20.31942139,16.47742157,-10.58234634,-17.76637115,-32.53147278,-6.929898834,-33.92144775,-2.305605125,-7.85925827,-21.90319672,-7.869421387,-22.62565002,-2.584387589,-4.705670547,-15.22894745,-6.09079361,-3.943172455,-18.58408356,-2.01996212,-18.37068481,-31.0457428,-3.005296326,-21.01131287,-2.509428787,2.536015511,-22.83719177,-19.68257446,-20.30686035,-23.85291138,-25.32149048,9.105233002,12.28763657,9.010618591,8.377125549,6.162992096,11.9861557,-1.554547882,-9.918746185,23.71363983,-26.29134216,-25.11549988,15.23182526,-4.407183838,-4.230655289,-21.52209167,-23.07033081,-0.963652802,-30.74409485,-20.04693604,-24.19967346,-18.31576996,-18.49665527,-21.1322998,-19.95513763,-18.37198792,-13.89445953,-13.87979126,-15.26323242,-19.104599,-27.55186157,-28.7957489,7.608516693,0.323418069,-4.654550934,-12.05182266,6.573863983,1.658458328,-0.195874095,-9.95711441,-26.90568237,11.56068497,-32.11911316,18.66643829,19.66694336,15.04267731,19.66653442,-17.66811981,-17.34816742,-13.07154694,-14.41094818,-20.53187561,-9.276322174,-15.05509949,-10.70172729,19.73890228,-23.11299286,26.2743103,30.27536926,13.66136932
X SUR posterior suparoccipital-exoccipital-petrosal edge 26,24.1535675,31.00088501,31.21571655,25.29263153,27.18260803,34.59849854,28.8703949,26.52133484,25.21303101,19.31963043,25.25639343,31.84617615,21.38809204,34.05422058,2.62788353,3.544173431,-9.725170135,2.031725311,-3.481958771,0.030885023,21.78302765,27.29749146,0.645209217,27.83318481,-2.954370308,22.02382813,35.14549255,7.390776062,32.8326416,-30.69068604,29.34263611,25.04021301,-32.92049255,26.9125061,34.9791626,-28.02468872,36.82014465,-29.50663452,-10.3220459,31.02651978,-24.87233429,28.10784302,29.58449402,-32.35046387,-30.37713928,-23.2485672,-1.054769516,-27.44933167,31.51604919,18.61984863,29.57780457,25.15509338,28.96555481,-0.038914323,28.55946045,26.34907837,9.475928497,-6.597479248,1.363182926,14.85906525,25.52739258,23.80066223,-33.30814209,-29.37504578,28.7585907,-0.08633076,-3.064315224,-36.41015015,10.52634888,4.243110657,9.430857849,19.07636414,8.149485016,18.1251236,14.21858368,24.3857605,22.16884155,-20.49242859,-22.83696289,-4.653028107,-8.330427551,16.79962158,22.64780579,-9.264888763,-8.816645813,16.3915863,22.01718597,-7.180519867,4.113748169,-10.57769318,14.96379547,24.98935394,16.42286377,26.2967926,6.723191071,7.754178619,5.567494202,6.056725311,2.759458923,4.704590225,4.36112175,10.64136887,7.514089966,5.135643387,11.01647186,14.86694183,-9.145343781
Y SUR posterior suparoccipital-exoccipital-petrosal edge 26,0.214285541,-3.350587082,-3.850840759,-11.48707733,-10.44528503,-1.633376312,-0.349193668,-5.313193512,-12.33961487,-17.30523376,-12.06396637,-7.879390717,-10.8315155,-12.3900856,-4.321080017,-14.62359009,-12.56425705,-9.259753418,-9.535956573,-11.10740128,-34.14553528,-9.171657562,-4.463357544,-19.39328766,-2.84119339,-32.84555359,-30.81776733,-6.775588226,-17.89565887,-21.1496109,-23.49631195,-18.77140808,-17.51707764,-18.44937897,-22.15625763,-22.17878571,-19.81088867,-20.9701889,-2.469490623,-19.15655975,-17.95992889,-18.00636597,-22.71808624,-23.67006531,-24.12170258,-11.4776886,-2.399417877,-26.86664429,-15.9070816,-16.80142365,-14.48262177,-16.76816711,-15.94761353,-36.61779785,-11.48773422,-3.05033741,-6.356456757,-3.302023315,2.473764229,64.7911438,-24.2560318,-19.23904114,-24.75794983,-19.27265625,-22.34593353,2.897674751,-6.957135773,-11.81418762,-7.162693024,-6.340093231,-4.724232101,-6.692058563,-6.519327545,-25.03396759,-29.58639221,-18.72816467,-23.70763092,-16.89334259,-21.66887817,-32.88108826,-35.06833496,-34.30626831,-33.03455811,-29.12931824,-29.790271,-35.6225769,-14.15665131,1.074138546,-6.793166351,-13.05154266,70.83155518,63.81894531,63.6661438,63.7269104,-4.984032822,-5.023760986,-11.01607819,-5.758070755,-10.53558502,-12.48097076,-10.64371262,-10.67927933,-7.208184814,-25.19516602,-10.21989212,-14.20343475,-7.913005829
Z SUR posterior suparoccipital-exoccipital-petrosal edge 26,-4.675323868,-4.194783401,-4.843727112,-13.51906891,-15.11882172,-5.203594971,-3.142787743,1.225958443,-10.80618973,-4.724207306,-11.75448303,-18.47162628,-15.49691162,-15.67690277,-27.39204102,-10.95422516,18.64573822,15.87219543,17.09509888,13.38632507,-11.58888474,-6.409597778,-42.37945862,-14.07480316,-44.06274109,-2.956071663,-6.561088562,-27.41647644,-23.39388275,-18.29842224,-19.14747772,-18.30478821,-10.55274658,-19.16549225,-19.91566467,-14.23876648,-16.07383728,-14.33647919,-33.40163879,-16.14281616,-17.98303375,-15.54160156,-11.657901,-17.46520538,-14.99317322,-22.44525757,-31.50622559,-21.5036499,-11.9416687,-2.377075195,-10.32472305,-8.072609711,-11.18433533,23.73402252,-17.81031952,0.57781148,18.16672974,-36.0292572,-34.13789063,23.44913483,-19.06075745,-17.87045288,-16.04343872,-18.67041931,-15.78627472,-40.80227661,-27.54586487,-24.6384079,-24.2680542,-25.77687683,-26.50870056,-18.85993195,-24.57210999,-21.24243317,-21.12364197,-25.46886444,-24.02233124,-13.48941956,-30.33318176,13.69421539,9.373098755,-7.40419693,-10.99762573,13.00216217,6.747252655,-2.164140129,-19.83692169,-34.97527771,8.619763947,-38.14251709,30.68298035,26.73496704,22.96920471,27.59866333,-22.52292938,-22.00320282,-18.80275574,-18.45961761,-23.8495224,-12.87962952,-19.53925934,-18.27132874,14.28886719,-28.73796387,17.7124176,22.74911041,17.12719116
X SUR posterior suparoccipital-exoccipital-petrosal edge 25,25.90331421,31.31476135,31.48082886,21.86413422,22.85781708,34.69808044,30.27877197,27.60653687,22.208992,16.02176208,21.21229553,26.43142395,17.26786957,29.60556335,-3.390789032,4.033916092,-8.886539459,2.036678696,-2.809990311,-0.44420867,21.99437866,27.10428162,-6.63879776,27.70392761,-9.005919647,23.75819702,34.85599976,8.064636993,31.75798645,-30.97452393,29.18867798,24.80582123,-32.20510864,26.79096069,33.21701965,-27.43956604,33.99773254,-29.69295044,-3.653779221,29.91592407,-24.9778656,27.82774048,28.07729797,-30.68680725,-29.00510864,-27.10775146,-6.86860733,-30.94639587,23.93245697,14.74091034,23.86419983,20.60255737,24.22138062,-8.000803375,24.5032135,28.02902527,9.232728577,-13.33490753,-5.041635513,20.4959259,26.01629944,23.51607513,-30.96433716,-29.26456604,28.38896484,-6.848134613,-9.111740112,-38.68898621,10.59145126,3.172855186,9.388900757,17.20030212,7.940036011,18.76385345,14.88910675,24.44938965,22.68575745,-17.95995789,-23.46186676,-2.164567375,-6.456407928,18.49592743,23.30218658,-6.434483337,-6.408791351,17.65827789,16.69875336,-13.66257172,5.180483246,-15.85314026,22.06988373,30.25850525,22.14162903,32.06148071,6.081923676,7.562980652,5.477104568,6.336122513,4.125380707,4.459383392,5.589016724,9.991342163,8.20819931,5.810267258,10.42135849,14.64446259,-9.235593414
Y SUR posterior suparoccipital-exoccipital-petrosal edge 25,-8.037664032,-11.09201965,-10.93977127,-5.076382828,-3.634091187,-9.861316681,-9.202159119,-12.58075256,-6.618006897,-9.541518402,-6.239088821,-0.923780727,-4.903875732,-4.677633286,-0.865785599,-9.883342743,-5.871725845,-3.082219124,-4.276224899,-5.01355629,-27.47469177,-14.58311462,-6.069543457,-12.85088348,-6.383758545,-26.91481018,-23.82922821,-1.723117447,-10.62423401,-20.9541275,-15.23773346,-12.27120895,-17.05152435,-11.53449402,-13.51662445,-22.00913544,-11.53476181,-20.4744278,-3.684045792,-12.86169128,-17.6716568,-11.77982559,-15.62884369,-22.53240662,-22.88101807,-11.3685051,-0.041417244,-25.54919128,-5.996530914,-9.953972626,-6.634028625,-8.669741058,-7.603085327,-34.34691772,-4.23012619,-10.31643372,-1.440797806,0.374634552,4.779733276,65.64226074,-17.06016235,-12.91937714,-23.58020325,-18.83626862,-15.28035431,6.557994843,-3.851655197,-11.15623398,-2.547987556,-1.102135181,0.879760933,-12.89997406,-1.110602951,-19.51756897,-23.73024139,-12.71375732,-19.72781982,-10.34945221,-23.85050659,-28.50263672,-29.55959167,-27.40747375,-26.74756165,-25.12335358,-26.07195129,-29.5197113,-12.75830078,4.519688416,-1.285289955,-15.37631378,69.78551636,62.93425293,64.00322266,63.99591675,0.285377407,0.222818065,-5.759552765,-1.289469624,-4.847036743,-8.140338898,-5.54750824,-5.902272034,-2.044201088,-19.33230133,-3.97634201,-8.793167877,-2.072871017
Z SUR posterior suparoccipital-exoccipital-petrosal edge 25,-5.958721924,-6.328086853,-6.866947174,-15.26797028,-16.62570801,-6.369096375,-5.246247482,-0.538667917,-13.15257874,-7.254141235,-13.64172363,-19.54243774,-16.8993866,-18.03974457,-25.86300659,-5.564916229,23.39930878,20.73404694,22.14004822,16.73126678,-6.961031342,-2.715950394,-39.23552246,-10.74600677,-39.38162231,-0.299809766,-3.21789856,-20.85686035,-25.20553894,-11.36879578,-21.61607208,-20.6177536,-3.552897644,-22.45141449,-22.72987518,-6.186821365,-18.99944458,-7.249642944,-38.05406799,-19.05924683,-10.99366608,-18.70477905,-15.12036285,-8.842571259,-6.60724411,-15.43957977,-29.99709473,-13.52898407,-13.71601868,-4.803603363,-12.35572739,-10.21662521,-12.35336685,22.75397644,-19.27372284,-0.65588274,22.45968323,-31.73719177,-32.55252075,19.78428497,-22.11816711,-20.37086029,-8.684171295,-11.70670013,-18.20049896,-36.85683289,-25.64070129,-17.3734436,-18.865448,-20.14376831,-21.57850494,-22.06449585,-19.46932373,-17.30763855,-16.8828476,-22.57498322,-18.30269928,-12.8202179,-24.69105835,17.65522461,14.11026459,-3.595692062,-7.571853638,17.03020172,11.78630753,1.821492577,-24.14549103,-32.05483398,13.27161102,-35.42546387,29.04286499,21.97936859,18.48825226,23.16462402,-17.40279083,-17.61876221,-13.53027039,-12.94303131,-16.73106232,-6.609532928,-14.19420929,-14.4552475,18.69484406,-24.35222931,21.82571411,25.09407043,22.06764374
X SUR posterior suparoccipital-exoccipital-petrosal edge 24,21.4727829,28.02831116,28.86438293,27.88951416,29.64112244,31.11272278,26.4086792,24.65375977,27.40039673,23.70211639,27.69194641,34.75466614,24.63869629,36.70235901,6.887618256,6.952883148,-6.005894852,6.650565338,-0.070701057,3.673957443,17.62950439,26.69513245,2.748955345,26.73793335,-1.377171803,18.01170349,31.42624207,11.40878983,34.58883667,-31.57567444,30.24664001,26.50857544,-33.40398254,28.61702576,35.34203796,-28.79030457,36.21450806,-30.17577209,-14.03329926,31.65000305,-25.22656708,28.73431396,30.03631592,-33.72626343,-30.92784119,-20.16731262,2.415901566,-26.251297,34.68447876,21.97559357,32.51386719,28.36895752,32.81825867,2.564351463,30.95267334,24.92745209,13.02711487,-1.281499195,5.296478271,10.36638412,26.98813782,25.46647797,-34.49995422,-30.05754395,29.69945679,4.790987778,0.511830664,-33.76144409,13.36802216,7.679292297,12.89247131,16.49816132,11.09411316,16.9868576,13.61022644,24.83535156,21.91819305,-21.88353882,-22.77371368,-8.653826904,-12.41774902,12.56669617,18.88699341,-13.4397522,-13.21032715,12.24459991,24.38489532,-2.685454941,7.546510315,-9.271840668,11.59640961,20.61095581,11.58107224,21.44871979,10.80768127,11.29101334,9.647187042,9.693225098,7.279244232,7.955419922,7.412462616,13.85569916,11.02393417,8.649227905,14.64535675,17.55289459,-5.641860199
Y SUR posterior suparoccipital-exoccipital-petrosal edge 24,2.762030411,0.608705616,-0.002727134,-11.905233,-10.85125809,1.50666008,3.095604706,-2.003916168,-13.13067017,-17.13721771,-12.36796951,-8.296234131,-11.14269943,-12.34027634,-2.420451546,-17.49098969,-13.69465179,-10.96527023,-12.4292366,-13.31214905,-37.522995,-8.684273529,0.339825892,-23.23625488,2.197269821,-34.89003906,-33.53627014,-10.96156006,-18.85409698,-17.46922302,-24.91313324,-19.35884247,-13.56925049,-19.04080963,-22.91709747,-18.01130219,-20.71398315,-16.95824585,-5.891329575,-19.82121887,-14.52289734,-18.85017395,-22.72390747,-18.3662735,-19.31885681,-7.325839233,-1.143423939,-22.52707672,-16.07941132,-16.43224792,-14.96334839,-16.91360931,-15.61891632,-40.41221924,-12.55182343,-0.466034746,-8.941408539,-1.809436035,4.653252792,64.92022705,-25.44081268,-19.77477722,-20.49889984,-15.43170319,-22.52212982,4.036049652,-4.987730789,-7.89116745,-11.35867462,-9.916414642,-7.401668549,-2.740239716,-10.11049118,-28.84289856,-33.62052917,-22.41931,-28.47789307,-18.65462646,-17.54108124,-33.33863525,-35.34599609,-36.90002747,-35.73365479,-29.14415588,-29.49765015,-38.5951355,-10.78588257,3.728717804,-10.20286255,-9.356595612,72.27929077,65.44057617,64.04986572,63.90299072,-7.576737976,-7.853022766,-13.55422058,-8.619757843,-13.97494354,-15.46828613,-13.78003845,-13.46144409,-11.00105743,-27.8879303,-13.38294525,-17.10357056,-8.683493042
Z SUR posterior suparoccipital-exoccipital-petrosal edge 24,-8.835481262,-7.903704834,-7.869507599,-9.521307373,-10.84765549,-8.532971191,-6.734796906,-1.941607094,-7.076247406,-0.546240854,-7.418643951,-13.78070526,-11.73161469,-10.42806244,-26.68287048,-11.79264755,15.0551651,14.88363647,15.83645935,12.56628723,-11.08102798,-11.0974205,-40.98880615,-11.80182724,-42.84995728,-2.477212715,-6.450518036,-27.75378113,-18.20261383,-21.08162231,-13.40236053,-13.84300537,-13.11869812,-14.77699432,-13.7426178,-16.73144836,-10.48804245,-17.17814789,-32.5730011,-11.82087479,-20.05631104,-10.68530121,-6.621500397,-20.6102478,-17.46998444,-23.43679962,-30.73609619,-24.45545197,-5.351203156,1.820817947,-4.950229263,-3.519212341,-5.778622055,20.85024719,-12.71393356,-2.991196823,17.99680023,-34.55007019,-32.77729492,21.61825409,-14.25460358,-13.5437088,-18.36472778,-21.42705536,-10.83509827,-39.07270813,-26.72395325,-26.86524963,-24.64371796,-25.12918549,-26.86283875,-19.96335602,-24.44790497,-19.4896698,-19.30038147,-23.56081543,-23.5182663,-17.12796478,-31.33875122,12.7913002,6.782868195,-6.162507629,-11.33702774,11.38354034,5.748826599,-1.15411787,-17.45409088,-33.9834198,7.330495453,-38.54533386,27.24659119,25.6806488,21.40358887,25.83572693,-22.72873993,-22.30284576,-18.79380646,-19.11508789,-24.95668945,-13.71585083,-20.06432953,-17.90563507,14.14881592,-28.78729553,18.39739227,23.05998535,13.7340683
X SUR posterior suparoccipital-exoccipital-petrosal edge 23,23.96827087,29.85777283,30.11718445,24.04513702,25.28174896,33.50100708,29.03960876,26.73884277,24.16295471,18.49746857,23.68118744,29.57432556,19.83972168,32.16416626,-0.196247685,6.614509583,-6.906528473,4.655806351,-0.707382727,2.266577911,19.34883423,27.22036743,-5.186497116,26.76169128,-7.601309204,20.97342834,32.0058197,11.72402649,33.16205444,-31.63782959,30.23646851,25.4469574,-32.64733276,28.00977173,33.76105957,-28.45067139,35.48259583,-30.22119446,-6.892047119,30.59985962,-25.23578491,27.98305664,28.46847229,-31.57080994,-29.92275085,-25.48690186,-4.052629089,-30.24088745,27.59300842,16.6650589,25.53325958,22.37897339,26.30503235,-6.527458954,26.71457825,27.1124115,11.46347046,-9.440196991,-2.174225044,17.36161957,27.20405884,24.47435455,-31.14577332,-30.03101196,28.5155426,-3.252871704,-6.4213974,-36.49992371,13.01706696,5.929042816,12.67161865,14.64461365,10.65422134,17.60831757,14.05629578,24.49079285,21.69156342,-18.47098846,-23.24071655,-5.195222092,-9.807019806,15.21527557,20.54156494,-9.417868042,-9.312709045,14.15798645,18.11815796,-10.42742996,8.384178162,-14.96061554,19.69315491,27.13322449,18.96297607,28.79306641,8.744919586,9.688033295,8.198616791,8.647415161,7.236937714,6.838653564,7.795661926,12.35788422,10.19645996,8.817099762,12.48988495,16.89969635,-6.611394501
Y SUR posterior suparoccipital-exoccipital-petrosal edge 23,-5.641817856,-8.791199493,-8.405465698,-5.565619659,-4.33001442,-7.066303253,-5.908457947,-9.710993195,-7.043005371,-10.3071785,-6.57261734,-1.485600185,-5.056778717,-4.926221466,0.171595311,-12.03413467,-7.366954803,-4.601076889,-6.253662872,-6.842076111,-30.09915466,-14.57058258,-2.634247398,-15.79568939,-2.730183029,-28.78669128,-26.34269104,-4.22988739,-10.84597702,-18.06628571,-16.49787445,-12.67334595,-14.10230255,-12.00641708,-14.76475372,-19.18788452,-12.76621017,-18.18001404,-6.161387634,-13.24485626,-15.21530914,-12.24609375,-15.75411377,-19.37715607,-19.55290833,-8.913805389,1.503574371,-23.24305725,-6.918481445,-10.33503265,-6.824450684,-9.499108124,-7.905049896,-37.73685303,-4.821380997,-7.890690613,-3.539453888,1.60140686,6.532525635,65.76695557,-16.79624939,-13.49355011,-19.83323822,-16.06854553,-15.3308136,7.888304138,-2.524511528,-8.223402405,-5.538787079,-4.045487595,-1.212606621,-10.29571228,-3.640023422,-22.12487793,-26.74028015,-15.34205933,-22.95272369,-11.25032959,-20.86008148,-28.1505188,-29.3588562,-29.26244812,-28.6970459,-24.65280914,-25.7104187,-30.93223572,-10.30872345,5.658845139,-3.217454147,-12.16841736,71.26329956,64.11002808,64.94659424,64.42926025,-1.764146996,-1.893029022,-7.893792725,-3.387619781,-7.225920868,-10.2942421,-8.038935852,-7.563708496,-4.476747894,-21.2677887,-6.644393921,-10.55714874,-2.554231453
Z SUR posterior suparoccipital-exoccipital-petrosal edge 23,-8.56151123,-9.016894531,-9.443093872,-12.4680687,-13.9882309,-8.805032349,-7.276875305,-2.201092529,-10.44090042,-3.862841415,-11.10668793,-16.84516907,-14.43293152,-14.64185486,-25.05974274,-6.641931152,20.97103119,19.22793274,20.69188538,15.67365112,-6.553102112,-6.221172714,-38.36780396,-8.84994812,-38.58242188,0.396327209,-2.712953568,-20.87045135,-21.68088074,-13.30867767,-17.90337219,-17.15067749,-5.412321854,-18.97798004,-18.71594543,-8.616617584,-15.53175201,-9.660061646,-38.19273682,-15.730867,-13.0897049,-15.27402191,-11.4070015,-11.31390152,-8.96728363,-17.6782135,-29.4447876,-16.65410461,-9.220560455,-1.404219151,-7.669449615,-6.475095367,-8.59943924,21.28396759,-16.07597809,-2.656820107,22.4134552,-31.24121094,-31.61498108,18.55003204,-18.10245056,-17.00691833,-10.05281525,-13.50605469,-14.43534088,-35.92399292,-24.87627563,-18.16396484,-18.20366211,-19.36057434,-21.09949493,-23.06533356,-18.87282257,-15.48549194,-15.44675751,-20.31845245,-17.89081421,-16.19769592,-24.77091827,16.48314972,12.25539398,-2.688315582,-7.325141907,15.88001556,10.58685074,2.601055908,-22.15539551,-31.98794556,13.00274353,-35.09815063,26.79254761,21.2469696,17.35318146,22.03597717,-17.81955566,-18.30020752,-13.86365662,-13.84852448,-18.13859406,-7.897116089,-15.08747253,-13.78985291,18.7450058,-24.32204285,22.31956787,26.16625366,19.64946747
X SUR posterior suparoccipital-exoccipital-petrosal edge 22,18.24628601,24.69249878,26.12052002,26.30492859,27.87138367,28.28071594,23.45432739,22.23959961,26.31595154,21.6252243,26.55937195,32.56789856,23.3831665,34.37558289,6.85651474,9.003505707,-1.974155617,9.653722382,3.024777603,6.49223175,13.59355927,24.86268005,0.724189425,23.79283752,-2.387520027,15.47400055,27.15281677,13.7476181,32.96098022,-30.92033081,29.65779419,25.00298462,-31.20773621,27.83598022,32.29196472,-28.29819031,34.05584717,-29.51721497,-12.2332428,29.52588501,-23.60182037,26.50309448,27.70164795,-31.0083374,-28.88372498,-18.97939453,2.499851227,-26.04811401,31.20255432,19.59154205,29.15817261,25.31563263,29.33778992,-0.823705101,28.82778015,22.86617584,14.30409393,-1.521642113,4.96385231,10.45607605,26.40829163,24.43375702,-30.16112671,-29.00995483,27.76478577,4.30731163,0.707761669,-31.51386108,14.70247803,8.607432556,15.58876953,11.71501617,13.4010788,14.99198761,11.53831406,23.87580109,19.75772705,-19.50876312,-21.54440002,-10.20363464,-14.60992889,8.929655457,15.19908447,-14.55640717,-14.44048462,8.727466583,21.73952637,-2.952383232,11.14399643,-10.59442978,13.23670502,19.64065247,11.47546234,21.38366089,12.81476288,13.22013702,11.68212204,11.60807266,10.54464645,9.967185211,9.888827515,15.23422546,12.83794708,11.94123459,15.68220673,19.18474274,-1.925182724
Y SUR posterior suparoccipital-exoccipital-petrosal edge 22,-0.562192678,-2.991381454,-2.521266174,-9.153897095,-7.513855743,-1.281118011,0.286519003,-3.875191879,-10.52342529,-14.04172821,-9.617511749,-4.840365982,-7.862319183,-8.52219162,-0.439483356,-18.47277985,-12.17060165,-10.24949493,-12.09845657,-12.2451355,-35.54395752,-12.19631805,1.998303032,-22.37564697,2.70453968,-32.77478638,-30.97131653,-11.62290649,-14.57112579,-13.62314911,-20.38434753,-16.43087158,-10.11692734,-15.58878326,-18.91363068,-14.69941864,-16.4184967,-13.31634674,-10.67853394,-17.19939423,-11.26652985,-15.5523941,-19.0734024,-14.34467926,-15.23827667,-4.654484558,1.188716888,-18.33002625,-11.8840683,-13.66571503,-11.29568253,-13.86268158,-12.12658157,-41.19786377,-8.93924408,-2.991872787,-9.730510712,0.718030691,6.661590576,64.00859375,-20.62375488,-16.93976288,-16.23420715,-11.86354675,-19.10479736,6.395768738,-2.668568993,-5.141998672,-12.24118881,-10.386026,-7.518992615,-4.173781967,-10.40288315,-28.38382263,-33.4581543,-21.66255493,-29.40106201,-16.7281601,-15.53643188,-29.71231384,-31.14714355,-33.36706848,-32.96635437,-25.30794373,-25.82602844,-35.40270081,-7.573337555,5.897163773,-9.576309967,-7.134069824,71.69580078,64.84047852,62.69560547,62.66324463,-7.752444458,-8.145751953,-14.313797,-9.866007233,-14.3582016,-16.34616241,-14.37616119,-13.63808441,-11.273806,-27.10966492,-13.51676636,-16.43655243,-6.709263611
Z SUR posterior suparoccipital-exoccipital-petrosal edge 22,-11.19922409,-11.43539429,-11.27602844,-6.617082977,-7.637770081,-11.20995865,-10.13774414,-4.776858902,-4.27973938,2.801132011,-4.384177017,-10.06192551,-8.673561859,-6.779793549,-23.33525238,-8.2313797,16.91094971,18.50596619,19.21261597,14.96472778,-8.846794128,-12.14847336,-36.79051514,-8.474758148,-37.65927124,-0.969948292,-5.521507263,-22.43095703,-15.24320374,-18.80608978,-10.91893005,-11.62744827,-11.31185608,-12.43481293,-11.38383255,-14.74786987,-8.457564545,-15.34661255,-34.44387207,-9.659584808,-18.34213104,-8.589330292,-4.581472778,-17.84075165,-15.30277557,-20.60230713,-27.95067749,-22.16440125,0.396272922,5.166508484,-0.517345762,0.602306414,-1.270218754,16.88053894,-9.114661407,-6.075826263,21.59703369,-29.49724121,-29.17207642,17.6217041,-11.29734955,-10.83815308,-16.32658081,-19.43231812,-8.588909149,-34.27401428,-23.3133728,-22.81441345,-19.70620117,-19.9859024,-22.80073395,-21.27699432,-20.0878067,-15.49742432,-15.55740204,-19.30519257,-19.75719299,-20.96963348,-28.05784912,12.47024078,6.34348259,-4.206792068,-9.601617432,11.52861938,6.005442047,0.832455921,-16.20478363,-30.33358459,10.75931168,-34.98171387,23.29816284,21.93931274,17.18774567,21.78277893,-19.04294128,-19.1307312,-14.60994415,-15.43806458,-20.26759796,-10.08720322,-16.45023651,-13.61876068,18.18033447,-25.10140533,23.1727066,26.70888062,15.61936646
X SUR posterior suparoccipital-exoccipital-petrosal edge 21,25.70472107,32.26025696,32.37994385,24.61167297,25.92008362,35.45541382,30.61045227,27.67351685,24.19374084,18.76987305,24.00851593,30.48693237,20.08999023,33.17733459,0.255093026,2.884056473,-10.96297302,0.720500278,-4.700163269,-1.095521545,23.00400848,27.84498291,-1.376709366,28.64363098,-4.994386673,23.51659851,36.34524231,6.870657349,32.77072144,-31.09447937,29.49368591,25.43998871,-33.29063416,27.1684906,35.10228271,-28.0395752,36.98968201,-29.74512634,-8.455529785,31.58856506,-25.36082153,28.89449463,29.91596069,-32.58963318,-30.59354553,-25.37329102,-3.365535736,-28.5359314,29.53147888,17.75704956,28.1862854,24.03130493,28.24714661,-1.988502884,27.25088196,27.40539856,8.588972473,-8.907959747,-0.839466381,17.02910004,25.61164246,24.01205902,-33.57711792,-29.7151886,29.34252014,-2.484830475,-5.484132767,-37.97769165,10.1441597,3.108895683,8.608393097,19.59389191,7.245671082,18.74565735,14.89938202,24.3530777,22.71115723,-20.20851593,-22.98338318,-3.267291641,-6.851076508,18.55401917,24.00707245,-7.671405029,-7.086621857,17.81852112,20.74531403,-9.811569214,3.633819199,-12.2225029,17.12075958,27.31301575,18.8193512,28.74513855,5.76039505,6.807443237,4.940825653,5.436901474,1.761121368,3.905532837,3.91228981,9.877941895,6.782109833,4.507999802,10.22689667,14.10370178,-10.40527802
Y SUR posterior suparoccipital-exoccipital-petrosal edge 21,-1.515179825,-5.18705864,-5.746645737,-10.17751541,-9.302412415,-3.744461441,-2.72226162,-7.54625473,-11.10671082,-15.76189728,-10.87324448,-6.550389099,-9.664522552,-11.01633759,-4.05259819,-12.35858231,-10.76962128,-7.164923096,-7.631088257,-9.149179077,-32.32686462,-10.15779953,-5.78225975,-17.04109802,-4.51152153,-31.20424194,-28.90021973,-4.63571167,-16.421492,-22.31565399,-21.51308899,-17.43585358,-18.63921661,-17.10601807,-20.37481537,-23.37000732,-18.06681366,-22.01289063,-1.148030186,-17.70302887,-19.07050476,-16.7574295,-21.43724823,-24.94936981,-25.3609024,-12.4690773,-2.182261086,-28.00560913,-14.11100464,-15.0076416,-12.93296509,-14.88680267,-14.10404968,-35.0098999,-10.04791489,-5.039081955,-4.544024277,-2.772762108,2.656035042,65.33758545,-23.12369843,-17.8695343,-25.5322998,-20.23036346,-21.04496765,3.450849533,-6.65575943,-12.62492599,-5.077638626,-4.646380234,-2.630530548,-8.559320068,-4.726387024,-22.94227753,-27.26193237,-16.57519379,-21.69731445,-15.2992569,-23.33612213,-32.34555359,-34.2585907,-32.43439636,-31.43395081,-28.74762268,-29.54367676,-33.76313782,-14.73428955,1.270294571,-4.387044144,-14.21787415,70.51563721,63.61517334,64.24549561,64.17872314,-2.966874695,-2.947009659,-8.933418274,-3.833524323,-8.193003845,-10.25224075,-8.554084015,-8.782249451,-5.082455826,-23.2902298,-8.052453613,-12.40405426,-6.339981079
